SLF4J: Failed to load class "org.slf4j.impl.StaticLoggerBinder".
SLF4J: Defaulting to no-operation (NOP) logger implementation
SLF4J: See http://www.slf4j.org/codes.html#StaticLoggerBinder for further details.
2024-06-05 15:52:01,2024-06-05 15:52:11,2024-06-05 15:52:02,2024-06-05 15:52:12,2,14.79
2024-06-05 15:52:03,2024-06-05 15:52:13,2,14.79
1,17.79
2024-06-05 15:52:04,2024-06-05 15:52:14,2,17.689999999999998
1,17.79
2024-06-05 15:52:05,2024-06-05 15:52:15,2,17.689999999999998
1,17.79
3,19.94
2024-06-05 15:52:06,2024-06-05 15:52:16,2,166
1,17.79
3,19.94
2024-06-05 15:52:07,2024-06-05 15:52:17,2,166
1,17.79
3,17.625
2024-06-05 15:52:08,2024-06-05 15:52:18,2,166
1,17.79
3,17.543333333333333
2024-06-05 15:52:09,2024-06-05 15:52:19,2,166
1,11.7
3,17.543333333333333
2024-06-05 15:52:10,2024-06-05 15:52:20,2,16.475
1,11.7
3,17.543333333333333
2024-06-05 15:52:11,2024-06-05 15:52:21,2,16.475
1,13.156666666666666
3,17.543333333333333
2024-06-05 15:52:12,2024-06-05 15:52:22,1,13.156666666666666
2,1736666666666665
3,16.6725
2024-06-05 15:52:13,2024-06-05 15:52:23,2,17.3325
3,16.6725
1,10.84
2024-06-05 15:52:14,2024-06-05 15:52:24,3,16.6725
2,16.246666666666666
1,12.473333333333333
2024-06-05 15:52:15,2024-06-05 15:52:25,2,16.246666666666666
3,15.583333333333334
1,10.9625
2024-06-05 15:52:16,2024-06-05 15:52:26,3,15.583333333333334
1,12.468
2,17.97
2024-06-05 15:52:17,2024-06-05 15:52:27,3,17.403333333333332
1,12.468
2,17.97
2024-06-05 15:52:18,2024-06-05 15:52:28,1,12.468
2,15.836666666666666
3,17.415
2024-06-05 15:52:19,2024-06-05 15:52:29,2,15.5825
1,14.1825
3,17.415
2024-06-05 15:52:20,2024-06-05 15:52:30,1,14.1825
3,17.38
2,14.87
2024-06-05 15:52:21,2024-06-05 15:52:31,3,17.38
2,14.87
1,15.129999999999999
